Car ID,Car,Body Type,Engine Type,Price ($),Year of Manufacture,Transmission Type,Resale Value ($),Fuel Economy (km/l),Performance Rating,User Rating,Safety Rating,Comfort Level,Maintenance Cost ($/yr),Warranty Period (years),Seating Capacity,Battery Capacity (kWh),Drive Type
21,Porsche Boxster,Sedan,Petrol,79080.23,2024,Automatic,58531.61,13.3,10,7,6,5,4260.11,2,2,,RWD
22,Mercedes S-Class,SUV,Diesel,161332.88,2010,Automatic,133277.85,8,8,8,9,9,5740.96,5,5,,AWD
23,Mercedes C-Class,SUV,Hybrid,132907.94,2015,Automatic,113906.84,10.8,9,6,10,8,5834.44,4,5,,RWD
24,Subaru WRX,Convertible,Petrol,84279.59,2017,Manual,62200.28,10.3,9,8,8,5,4001.8,1,4,,AWD
25,Tata Harrier,Hatchback,Diesel,31555.87,2020,Automatic,20506.77,24.3,7,6,8,7,1675.79,1,5,,FWD
26,Buick Enclave,Sedan,Hybrid,58290.82,2015,Manual,45715.87,15.1,7,6,8,7,1996.53,5,5,,AWD
27,Chevrolet Camaro,Coupe,Diesel,74507.22,2018,Automatic,49935.53,13,10,5,7,7,5326.26,2,2,,AWD
28,Suzuki Swift,Hatchback,Petrol,25523.78,2018,Automatic,15064.19,21.2,5,9,6,5,1419.09,3,5,,FWD
29,Nissan Rogue,Wagon,Petrol,32740.9,2021,Automatic,19982.07,20.2,7,9,9,8,1374.05,2,7,,FWD
30,Chevrolet Camaro,Convertible,Petrol,91156.8,2012,Automatic,70176.49,9.6,9,5,7,7,2882.27,5,2,,RWD
31,Jaguar F-Pace,Sedan,Petrol,153287.15,2010,Automatic,122287.54,11.7,8,5,9,9,5140.96,3,5,,AWD
32,Subaru Outback,Wagon,Hybrid,26269.77,2023,Automatic,15806.07,20.1,7,9,8,9,1270.31,4,5,,FWD
33,Volkswagen Passat,Hatchback,Hybrid,48559.04,2024,Manual,33011.25,23.7,6,6,6,6,2145.08,3,4,,AWD
34,Toyota Corolla,Sedan,Petrol,17825.76,2019,Manual,10069.48,28.1,4,7,6,4,995.63,3,5,,FWD
35,Subaru Outback,Minivan,Petrol,36792.01,2020,Automatic,26963.73,24.8,8,10,9,10,1930.92,2,7,,FWD
36,Ford Mustang,Sedan,Diesel,60263.61,2021,Manual,42019.72,12.3,10,9,7,6,3813.88,3,4,,AWD
37,Kia Sorento,Minivan,Petrol,40296.38,2020,Automatic,25051.85,16.7,6,6,9,8,1608.17,2,5,,AWD
38,Kia Sorento,Minivan,Hybrid,45826.41,2014,Automatic,30433.54,22.4,6,9,10,8,1653.36,3,7,,AWD
39,Toyota Prius,SUV,Electric,34060.03,2018,Automatic,20638.18,25.5,7,6,7,7,1793.35,5,4,88.8,AWD
40,Hyundai Tucson,SUV,Petrol,48527.24,2019,Automatic,30696.98,17.7,7,5,8,9,2306.78,1,5,,FWD
41,Ford Focus,Wagon,Diesel,28341.27,2016,Manual,11348.7,25.7,6,9,5,4,859.87,5,5,,FWD
42,Mercedes S-Class,Convertible,Hybrid,127749.95,2022,Automatic,97174.21,10.7,10,6,10,9,6656.89,3,5,,RWD
43,Kia Optima,SUV,Petrol,30494.3,2011,Automatic,21322.88,22.7,8,9,8,7,2892.78,4,5,,FWD
44,Jeep Grand Cherokee,Wagon,Diesel,31121.29,2022,Manual,23688.21,20.8,6,7,6,7,2740.08,3,5,,FWD
45,Suzuki Swift,Hatchback,Diesel,28705.67,2013,Automatic,12331.59,26.5,4,9,6,5,982.03,4,5,,FWD
46,Nissan Leaf,Sedan,Electric,52883.68,2016,Automatic,37324.93,27.1,7,6,8,6,1639.99,3,5,68.8,AWD
47,Kia Optima,Wagon,Hybrid,54170.89,2018,Automatic,37725.26,19.2,8,6,8,6,2483.67,1,5,,AWD
48,Chevrolet Camaro,Sedan,Petrol,77910.53,2019,Manual,51573.23,12.1,9,7,8,6,2581.95,5,2,,RWD
49,Nissan Rogue,Wagon,Diesel,31885.3,2021,Automatic,20232.58,24.7,8,9,9,10,1859.33,2,7,,AWD
50,Mercedes C-Class,Convertible,Petrol,123790.15,2020,Automatic,108651.85,9.8,9,9,9,8,4119.79,1,5,,AWD
51,Toyota Camry,Hatchback,Petrol,23136.64,2022,Automatic,9586.76,26.4,4,6,6,4,851.37,5,5,,FWD
52,BMW 7 Series,Coupe,Petrol,183796.34,2013,Automatic,133904.91,11,10,5,10,8,4947.82,4,4,,RWD
53,Volkswagen Passat,Wagon,Hybrid,52157,2014,Automatic,38361.22,22.8,8,8,8,5,2199.83,5,4,,FWD
54,Ford Explorer,SUV,Diesel,41300.59,2023,Automatic,32758.41,21.6,7,5,8,8,1457.69,4,5,,AWD
55,Hyundai Kona,Hatchback,Petrol,47030.39,2013,Automatic,31042.31,18,6,5,8,7,2347.45,1,4,,FWD
56,Chevrolet Malibu,Wagon,Diesel,37430.55,2022,Manual,27134.62,22,7,8,8,6,1966.88,5,4,,AWD
57,Mazda CX-5,Minivan,Hybrid,30790.57,2012,Automatic,18874.11,21.5,7,10,10,8,2322.8,5,5,,FWD
58,Honda Civic,Wagon,Diesel,28444.6,2013,Manual,17022.62,23.8,4,10,4,6,699.05,5,5,,FWD
59,Lexus LS,SUV,Petrol,100444.41,2012,Automatic,72199.72,8.3,9,7,10,8,6965.63,1,4,,RWD
60,Mazda CX-5,SUV,Hybrid,37235.15,2016,Automatic,28647.7,22.8,8,5,10,9,2104.9,4,7,,FWD
61,Audi A4,Sedan,Hybrid,128615.59,2022,Automatic,112507.95,11,8,10,9,9,4617.61,3,4,,AWD
62,Hyundai Tucson,Minivan,Hybrid,33151.78,2019,Automatic,22332.63,16.7,7,9,9,10,1484.71,5,5,,FWD
63,Ford Explorer,SUV,Petrol,41972.55,2011,Automatic,29770.49,24.1,7,5,10,9,2107.89,3,7,,FWD
64,Jaguar XF,Coupe,Petrol,198410.65,2018,Automatic,143204.95,11,8,5,9,9,4823.4,4,5,,RWD
65,Suzuki Baleno,Sedan,Petrol,23633.49,2010,Manual,12761.49,26,6,8,4,5,1484.19,1,5,,FWD
66,Jaguar F-Pace,Convertible,Petrol,116155.95,2010,Automatic,92717.45,9,9,5,9,10,4443.42,1,4,,AWD
67,Ford Mustang Mach-E,SUV,Electric,40792.33,2015,Automatic,31410.21,27.9,8,5,7,6,1674.38,2,4,67.8,AWD
68,Hyundai Tucson,Minivan,Diesel,30225.97,2014,Automatic,22067.4,23.8,7,6,9,9,1781.06,1,5,,FWD
69,Honda Civic,Hatchback,Petrol,23766.43,2018,Manual,12400.75,22.9,4,8,5,6,837.81,3,5,,FWD
70,BMW 7 Series,Convertible,Petrol,143785.72,2018,Automatic,127346.55,9.2,8,5,10,10,6488.8,5,5,,AWD
71,Honda Accord,Hatchback,Diesel,28035.34,2023,Automatic,16253.58,30,6,8,6,5,641.51,4,5,,FWD
72,Mazda MX-5,Convertible,Diesel,84840.97,2018,Manual,52707.35,13.8,10,8,7,7,4497.72,1,2,,AWD
73,Ford Mustang Mach-E,Hatchback,Electric,35317.17,2011,Automatic,23219.2,26,6,10,8,8,1234.62,5,5,21.7,AWD
74,Volkswagen Passat,SUV,Petrol,42002.43,2017,Automatic,33447.34,18.7,8,7,7,5,1953.59,2,5,,AWD
75,Toyota Corolla,Hatchback,Diesel,18477.72,2011,Manual,7708.12,24.3,5,10,6,4,580.34,4,5,,FWD
76,Honda CR-V,SUV,Hybrid,43967.93,2013,Automatic,34566.73,21.9,8,8,8,9,1934.41,3,7,,FWD
77,Nissan Leaf,SUV,Hybrid,50171.15,2019,Automatic,34264.63,25.3,8,10,7,8,1575.12,1,5,,AWD
78,Buick Enclave,Sedan,Diesel,34223.66,2024,Manual,22794.75,24.6,6,5,7,7,2260.14,4,7,,AWD
79,Audi Q7,Coupe,Hybrid,194080.63,2010,Automatic,170268.83,10.9,8,7,10,8,6044.92,3,4,,AWD
80,Ford Mustang,Convertible,Petrol,72653.78,2022,Manual,54976.62,11,10,8,8,5,3331.88,2,4,,AWD
81,Ford Mustang Mach-E,SUV,Electric,42075.04,2024,Automatic,28454.14,28.7,7,8,7,6,516.96,3,5,69.8,AWD
82,Chevrolet Malibu,Wagon,Hybrid,41962.11,2022,Manual,26613.54,23.7,6,6,7,5,2478.13,1,7,,AWD
83,Nissan Sentra,Hatchback,Diesel,23147.71,2021,Automatic,11152.14,26.6,6,8,6,4,1361.28,4,5,,FWD
84,Suzuki Swift,Wagon,Diesel,18546.35,2017,Automatic,8008.05,24.6,5,5,5,4,1371.52,2,5,,FWD
85,Honda Clarity,Sedan,Electric,55370.04,2022,Automatic,36492.92,26.5,6,10,7,8,525.6,2,5,36.1,FWD
86,Maserati Ghibli,Sedan,Diesel,120766.79,2016,Automatic,97883.19,9.6,10,8,9,10,5439.13,2,4,,AWD
87,Honda CR-V,Minivan,Petrol,33695.01,2015,Automatic,21093.67,17.2,7,5,10,10,1599.46,2,7,,AWD
88,Nissan Altima,Hatchback,Diesel,29818.73,2024,Manual,14241.04,28.7,6,8,6,6,766.11,1,5,,FWD
89,Honda Civic,Sedan,Petrol,29717.86,2023,Manual,14460.03,20.6,4,6,4,6,1326.31,1,5,,FWD
90,Chevrolet Bolt,Sedan,Electric,49911.42,2011,Automatic,39137.35,26.8,7,7,6,6,1226.44,5,4,40.4,FWD
91,Jeep Grand Cherokee,Wagon,Hybrid,54843.78,2021,Automatic,39048.88,18.3,7,6,8,6,1967.81,2,5,,FWD
92,Volkswagen Passat,Sedan,Petrol,40659.08,2010,Automatic,27267.15,20.1,8,6,7,6,2638.08,1,7,,FWD
93,Chevrolet Malibu,SUV,Diesel,48989.4,2018,Automatic,30759.74,25,7,7,7,7,1874.87,4,7,,FWD
94,Tesla Model 3,Hatchback,Hybrid,52340.42,2021,Automatic,35367,26.5,7,9,6,6,1701.36,5,4,,AWD
95,Subaru Outback,Minivan,Petrol,34003.48,2023,Automatic,24551.18,23.2,6,7,10,10,1929.22,2,7,,AWD
96,Suzuki Baleno,Sedan,Petrol,22598.37,2019,Manual,12168.55,26.6,4,6,4,6,1156.39,1,5,,FWD
97,Jeep Grand Cherokee,SUV,Hybrid,58987.7,2011,Manual,38406.11,17.4,6,9,8,7,1557.83,2,7,,FWD
98,BMW M3,Coupe,Diesel,80445.57,2021,Manual,48537.77,12.1,10,6,8,5,3223.64,5,2,,RWD
99,Mazda CX-5,SUV,Hybrid,25897.84,2023,Automatic,15794.57,24.2,8,10,10,8,1051.55,3,7,,AWD
100,Ford Focus,Hatchback,Petrol,25732.4,2017,Manual,14685.19,25.5,5,5,4,4,1258.66,1,5,,FWD
101,Subaru Outback,SUV,Diesel,48940.74,2022,Automatic,38566.34,15.2,6,6,8,10,1251.77,5,5,,AWD
102,Jeep Grand Cherokee,Hatchback,Petrol,30558.86,2011,Automatic,18942.12,23,6,9,8,5,2568.23,5,7,,AWD
103,Jaguar XF,Convertible,Petrol,107753.09,2024,Automatic,91266.56,8.2,9,5,10,10,6281.69,2,5,,AWD
104,Hyundai Elantra,Hatchback,Diesel,25359.83,2016,Automatic,14232.56,26.7,4,5,6,6,852.27,5,5,,FWD
105,Ford Focus,Wagon,Petrol,27031.16,2015,Manual,14460.44,23.6,6,7,5,5,798.29,2,5,,FWD
106,Ford Mustang,Sedan,Diesel,60640.03,2019,Automatic,36788.29,12,9,10,7,6,2569.05,3,4,,RWD
107,Hyundai Elantra,Sedan,Petrol,29236.39,2017,Automatic,11899.2,22.9,4,7,6,4,1037.59,1,5,,FWD
108,Mercedes S-Class,SUV,Hybrid,165152.29,2014,Automatic,144714.28,10.5,9,10,9,8,5304.37,2,5,,RWD
109,Buick Enclave,SUV,Hybrid,44661.02,2019,Manual,28915.94,17.3,6,7,6,7,1622.43,1,7,,FWD
110,Volkswagen Tiguan,Wagon,Petrol,37600.14,2013,Automatic,29843.92,17.1,6,6,10,10,1415.95,1,7,,FWD
111,GMC Acadia,Hatchback,Diesel,31749.77,2013,Automatic,19576.19,21.4,7,6,8,7,1762.45,2,4,,FWD
112,Ford Focus,Sedan,Petrol,17024.64,2024,Manual,7167.85,20.4,5,5,6,5,1395.59,4,5,,FWD
113,Toyota Prius,Hatchback,Hybrid,34758.95,2021,Automatic,21861.63,25.7,6,8,7,8,1945.37,2,4,,AWD
114,Suzuki Baleno,Sedan,Petrol,17639.59,2014,Manual,10149.63,24.8,4,9,5,4,1320.29,1,5,,FWD
115,Dodge Challenger,Convertible,Petrol,86943.53,2015,Automatic,63498.36,12.8,10,5,7,6,4031.86,1,4,,AWD
116,Nissan Altima,Sedan,Diesel,24139.32,2011,Automatic,13872.65,21.4,6,6,6,5,1450.9,3,5,,FWD
117,Suzuki Baleno,Hatchback,Diesel,24569.7,2015,Automatic,11348.63,26.8,4,9,4,4,1461.16,5,5,,FWD
118,Mercedes S-Class,Sedan,Petrol,185923.34,2023,Automatic,131251.86,11.4,8,8,10,10,6649.41,5,5,,AWD
119,Hyundai Kona,Wagon,Hybrid,44415.49,2022,Manual,31983.31,15.1,6,8,8,6,2811.34,2,4,,AWD
120,Nissan GT-R,Convertible,Diesel,86537.01,2011,Manual,55162.28,12.2,9,9,6,5,3448.61,3,2,,AWD
121,Nissan Leaf,Sedan,Electric,42523.83,2011,Automatic,27473.36,28.6,6,9,6,6,568.9,1,5,87.5,FWD
122,Kia Sorento,Minivan,Diesel,31708.88,2024,Automatic,20916.89,23.1,8,5,9,9,2358.13,1,7,,AWD
123,Chevrolet Malibu,Hatchback,Petrol,41881.92,2017,Manual,30905.42,24,8,6,7,5,2401.76,5,7,,FWD
124,Hyundai Ioniq,SUV,Hybrid,55922.82,2024,Automatic,39172.97,29.5,7,9,6,7,1980.56,4,5,,AWD
125,Chevrolet Bolt,Hatchback,Hybrid,34512.65,2024,Automatic,26026.82,28.7,8,6,7,8,654.49,4,5,,AWD
126,Hyundai Ioniq,SUV,Electric,49774.06,2021,Automatic,35724.59,29.8,7,6,8,6,1883.9,2,4,55.2,AWD
127,Chevrolet Malibu,SUV,Petrol,36765,2019,Manual,25443.14,15.9,6,10,7,7,1871,4,5,,AWD
128,Jeep Grand Cherokee,Hatchback,Petrol,35863.65,2016,Automatic,24942.35,24.4,7,7,8,6,2810.45,5,4,,AWD
129,Toyota Highlander,Wagon,Hybrid,46432.77,2013,Automatic,34083.42,24.7,6,6,10,8,1099.35,2,5,,FWD
130,Mazda CX-5,Minivan,Petrol,35892.45,2015,Automatic,27426.89,15.2,6,6,8,8,1121.66,4,5,,FWD
131,Porsche 911,Sedan,Petrol,178632.95,2015,Automatic,148958.15,8.3,9,5,9,9,5981.6,5,4,,AWD
132,Honda Clarity,SUV,Hybrid,56917.83,2020,Automatic,40469.8,29,8,10,6,7,635.11,3,4,,AWD
133,Suzuki Baleno,Wagon,Diesel,29062.2,2012,Automatic,15789.92,25.6,5,5,4,4,548.68,1,5,,FWD
134,Ford Mustang Mach-E,Sedan,Hybrid,52279.61,2021,Automatic,32171.37,29.2,7,9,6,8,1428.52,2,5,,FWD
135,Buick Enclave,Hatchback,Diesel,50628.5,2010,Manual,40048.79,16.9,7,7,6,6,2414.72,5,7,,FWD
136,Ford Mustang,Sedan,Petrol,96223.76,2018,Manual,76110.95,13.1,9,8,8,6,4310.53,4,4,,RWD
137,Volkswagen Passat,Sedan,Hybrid,40901,2010,Manual,30381.75,16,7,6,8,5,1887.13,1,5,,AWD
138,Mercedes C-Class,Convertible,Hybrid,173960.59,2012,Automatic,148879.43,10,8,8,9,10,6871.2,1,5,,AWD
139,Toyota Corolla,Hatchback,Petrol,16507.83,2019,Manual,6902.44,24.6,6,8,5,5,1271.75,3,5,,FWD
140,Mercedes S-Class,Coupe,Hybrid,105988.5,2021,Automatic,79597.32,10,9,7,9,8,5822.48,5,5,,AWD
141,Suzuki Swift,Wagon,Diesel,24657.05,2021,Manual,12663.95,22.9,5,7,6,5,723.54,1,5,,FWD
142,Tata Harrier,Sedan,Petrol,48215.84,2014,Automatic,36564.03,24.9,7,8,6,5,2498.91,1,5,,FWD
143,Chevrolet Bolt,SUV,Hybrid,36136.91,2019,Automatic,26681.64,25.8,7,10,7,7,1509.36,3,5,,AWD
144,Audi Q7,SUV,Hybrid,166599.06,2023,Automatic,146336.8,11.6,8,5,10,10,6475.98,3,5,,RWD
145,Nissan Leaf,Sedan,Electric,57375.54,2024,Automatic,40569,25.2,7,7,8,6,652.76,4,4,70.7,FWD
146,Chevrolet Malibu,Wagon,Diesel,53269.23,2014,Manual,41312.14,16.7,7,5,8,5,1665.7,3,5,,AWD
147,Maserati Ghibli,Sedan,Diesel,176834.24,2016,Automatic,145698.36,10.4,8,10,10,9,4882.4,5,5,,RWD
148,Chevrolet Bolt,SUV,Hybrid,45295.31,2023,Automatic,33465.44,26.9,7,8,7,6,1117.64,5,4,,FWD
149,Mercedes S-Class,Sedan,Petrol,119166.17,2015,Automatic,91788.55,8.3,8,10,10,10,4934.56,1,5,,RWD
150,Toyota Prius,Sedan,Hybrid,38347.55,2016,Automatic,26450.58,25.7,8,5,6,6,993.76,3,4,,AWD
151,Dodge Challenger,Convertible,Diesel,65622.38,2010,Manual,51495.08,14.3,10,10,7,7,4589.36,1,2,,RWD
152,Hyundai Tucson,SUV,Petrol,29609.18,2016,Automatic,17903.26,20.4,8,9,10,10,1492.64,2,7,,FWD
153,BMW i3,SUV,Electric,58167.59,2022,Automatic,35528.44,29.4,7,6,7,7,827.19,1,4,54.9,FWD
154,Tata Harrier,Hatchback,Petrol,56093.65,2014,Manual,36143.57,24,8,10,7,5,1744.61,4,4,,FWD
155,BMW X5,SUV,Hybrid,183371.17,2014,Automatic,131808.88,11.1,8,9,9,9,4882.22,1,4,,RWD
156,Suzuki Swift,Hatchback,Petrol,18648.2,2015,Manual,9918.56,21.9,4,8,6,6,1216.98,4,5,,FWD
157,Subaru Outback,Wagon,Hybrid,45299.12,2012,Automatic,27293.98,18.1,6,9,8,9,1248.53,2,7,,FWD
158,Honda Accord,Hatchback,Petrol,25338.24,2013,Manual,12815.71,22,5,10,4,6,1028.66,2,5,,FWD
159,Mazda MX-5,Coupe,Petrol,84138.63,2021,Automatic,59160.93,8.8,9,5,8,5,5141.99,4,2,,RWD
160,Jaguar F-Pace,Coupe,Diesel,102171.48,2022,Automatic,81681.26,8.7,10,6,9,9,4709.68,3,4,,AWD
161,Nissan Altima,Hatchback,Diesel,21092.15,2023,Manual,10101.96,27.5,5,5,4,5,1305.9,1,5,,FWD
162,Chrysler Pacifica,SUV,Hybrid,59386.15,2024,Manual,46543.91,18.8,6,5,6,5,2261.53,4,7,,AWD
163,Chevrolet Bolt,SUV,Electric,49796.81,2020,Automatic,34290.8,26.5,8,8,6,6,1446.53,5,4,69.3,AWD
164,Mercedes C-Class,Coupe,Hybrid,147343.6,2020,Automatic,111679.88,8.5,8,5,10,10,6008.87,3,4,,AWD
165,Mercedes S-Class,Coupe,Diesel,127250.12,2011,Automatic,113880.3,10.7,8,10,10,9,5196.07,1,5,,RWD
166,Toyota Camry,Hatchback,Diesel,20863.96,2017,Automatic,10617.97,21.7,6,10,5,6,920.92,4,5,,FWD
167,Dodge Charger,Sedan,Diesel,95326.57,2021,Manual,75026.4,8.4,10,8,8,7,5207.78,1,4,,AWD
168,Maserati Ghibli,Sedan,Hybrid,143165.34,2011,Automatic,123886.15,9,8,9,9,9,6274.61,2,5,,AWD
169,Nissan GT-R,Convertible,Diesel,65413.91,2013,Manual,42644.94,12.1,9,6,8,7,2526.3,5,4,,AWD
170,Mercedes S-Class,Coupe,Petrol,175640.19,2021,Automatic,152448.47,11.7,10,8,9,8,6552.03,5,4,,RWD
171,Ford Mustang,Coupe,Petrol,69617.61,2012,Manual,51097.92,12,9,6,7,6,2568.58,4,2,,RWD
172,Toyota Highlander,Wagon,Hybrid,46164.99,2016,Automatic,34498.46,23.1,7,6,9,8,2159.54,4,7,,FWD
173,Dodge Durango,Wagon,Hybrid,31987.22,2019,Automatic,23068.65,21.9,6,8,8,6,1934.71,2,5,,FWD
174,Subaru WRX,Convertible,Petrol,89312.7,2018,Automatic,53964.44,9.7,10,10,7,6,3579.96,1,2,,AWD
175,Maserati Ghibli,Sedan,Hybrid,162106.57,2010,Automatic,141409.34,9.1,10,9,10,8,4419.89,4,4,,AWD
176,Nissan Sentra,Hatchback,Petrol,28611.41,2023,Manual,16639.86,21.5,6,6,6,6,1122.19,3,5,,FWD
177,Chevrolet Camaro,Convertible,Diesel,99473.02,2014,Automatic,59753.89,14.1,10,6,6,7,3775.42,5,4,,RWD
178,BMW i3,SUV,Electric,40423.53,2016,Automatic,28051.5,29.1,7,8,7,7,1036.13,4,5,89.9,FWD
179,Ford Fusion,Hatchback,Petrol,29556.56,2019,Manual,17652.79,26.5,5,6,6,6,1156.96,3,5,,FWD
180,BMW M3,Sedan,Diesel,69751.28,2020,Automatic,49316.3,11.9,10,9,8,7,2847,2,2,,AWD
181,Honda Civic,Wagon,Petrol,23346.32,2019,Automatic,10184.66,29.6,5,5,5,6,1477.83,2,5,,FWD
182,Maserati Ghibli,SUV,Hybrid,144705.11,2011,Automatic,121995.55,10.7,9,7,10,10,5416.26,2,4,,AWD
183,Chrysler Pacifica,Hatchback,Diesel,50843.25,2024,Automatic,38421.99,23,8,8,7,6,1919.83,5,4,,FWD
184,Hyundai Tucson,SUV,Hybrid,29924.44,2013,Automatic,22894.31,15.9,6,8,8,10,1263.57,1,7,,AWD
185,Kia Niro EV,SUV,Hybrid,57018.62,2018,Automatic,34230.73,26.1,6,5,8,6,956.1,4,4,,AWD
186,Lexus LS,Coupe,Petrol,145753.64,2014,Automatic,111451.6,11.8,10,5,9,8,5837.27,2,5,,AWD
187,Audi Q7,Sedan,Diesel,178554.77,2021,Automatic,137964.46,10.1,10,5,10,8,5511.48,2,5,,RWD
188,Ford Mustang Mach-E,Hatchback,Hybrid,40909.17,2011,Automatic,27718.22,29.8,7,6,7,7,1254.21,3,4,,AWD
189,BMW i3,SUV,Hybrid,30425.75,2014,Automatic,19003.44,27.3,8,5,6,8,1516.06,5,4,,AWD
190,Chevrolet Bolt,Hatchback,Electric,38741.46,2022,Automatic,24923.79,29.7,7,9,8,7,1335.84,2,5,79,AWD
191,Porsche Boxster,Sedan,Diesel,86896.11,2020,Automatic,60068.71,9.4,10,8,7,6,3828.06,4,2,,AWD
192,Ford Mustang Mach-E,SUV,Hybrid,46425.92,2017,Automatic,32972.46,27.4,6,6,7,6,510.45,2,5,,AWD
193,BMW X5,Coupe,Diesel,125093.33,2018,Automatic,107767.3,12,10,7,9,8,6869.8,3,4,,AWD
194,BMW 7 Series,SUV,Petrol,151281.91,2017,Automatic,131092.28,11.2,9,6,9,9,5557.5,4,4,,RWD
195,Chevrolet Traverse,Minivan,Diesel,27937.36,2024,Automatic,21077.67,17,7,10,8,9,1160.26,4,7,,FWD
196,Mercedes S-Class,SUV,Diesel,135618.71,2015,Automatic,102508.27,10.1,8,7,9,8,5498.97,3,4,,RWD
197,Ford Mustang Mach-E,Sedan,Hybrid,46693.8,2020,Automatic,33572.76,26.4,8,8,6,6,879.71,5,5,,FWD
198,Suzuki Baleno,Wagon,Petrol,15542.62,2018,Automatic,6371.77,25.7,6,5,5,5,950.83,5,5,,FWD
199,Kia Sorento,Wagon,Hybrid,28259.91,2020,Automatic,20860.76,21,8,6,10,9,2124.72,1,5,,AWD
200,Suzuki Baleno,Hatchback,Diesel,24988.06,2024,Manual,14655.48,22.7,6,10,5,6,520.2,5,5,,FWD
201,Honda CR-V,SUV,Hybrid,35962.57,2022,Automatic,27142.43,20.7,8,6,10,9,2019.87,5,5,,AWD
202,Mercedes C-Class,Sedan,Petrol,188852.7,2014,Automatic,133827.35,10.2,10,7,9,10,5471.68,4,4,,RWD
203,Volkswagen Tiguan,Minivan,Hybrid,32664.26,2021,Automatic,25018.8,24,8,6,8,8,1051.97,4,5,,FWD
204,Toyota Corolla,Wagon,Diesel,16953.34,2021,Automatic,7611.4,22.2,5,5,4,5,1120.69,4,5,,FWD
205,Toyota Prius,Sedan,Electric,45543.6,2014,Automatic,33446.52,25.8,7,6,6,7,1279.03,5,4,61.7,AWD
206,Nissan Leaf,SUV,Electric,34771.15,2014,Automatic,23055.78,27.1,6,5,7,6,1134.59,2,5,72.8,FWD
207,Mercedes S-Class,Sedan,Hybrid,137865.15,2016,Automatic,121727.72,11.9,9,5,10,8,5129.4,3,4,,RWD
208,Audi Q7,Sedan,Diesel,184396.49,2023,Automatic,131775.81,8.2,10,5,10,9,5694.25,2,5,,RWD
209,Volkswagen Passat,Sedan,Diesel,41411.47,2012,Automatic,26948.17,22.9,6,5,6,7,1671.29,5,4,,FWD
210,Ford Focus,Sedan,Petrol,26378.65,2019,Automatic,15530.77,24,5,6,4,4,1293.29,5,5,,FWD
211,Volkswagen Tiguan,Wagon,Hybrid,37650.88,2010,Automatic,29590.06,23,7,7,10,9,2185.49,1,5,,AWD
212,Ford Explorer,SUV,Petrol,33040.93,2012,Automatic,23002.19,22.8,8,6,9,9,1835.39,2,5,,AWD
